ADM4_EN,ADM4_UA,ADM4_RU,ADM4_PCODE,ADM3_EN,ADM3_UA,ADM3_RU,ADM3_PCODE,ADM2_EN,ADM2_UA,ADM2_RU,ADM2_PCODE,ADM1_EN,ADM1_UA,ADM1_RU,ADM1_PCODE,ADM0_EN,ADM0_UA,ADM0_RU,ADM0_PCODE,AREA_SQKM,ADM4_RP_LAT,ADM4_RP_LON,ADM0_CAPITAL,ADM1_CAPITAL,ADM2_CAPITAL,AMD3_CAPITAL,CODETOPO,ADM4_TYPE_EN,ADM4_TYPE_UA,SOV_ID,KOATUU,Minrehion,
Huta,Гута,Гута,UA4604003017,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.76568163,50.110314,24.643864,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620686203,UA46040030170048538,
Hutysko-Turianske,Гутисько-Тур'янське,Гутиско-Турьянское,UA4604003018,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.92503478,50.099741,24.867716,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620686604,UA46040030180029612,
Dumnytsia,Думниця,Думница,UA4604003019,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.45446806,49.952473,24.515526,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620682302,UA46040030190020557,
Duniv,Дунів,Дунев,UA4604003020,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.21044308,49.932965,24.516334,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684002,UA46040030200049087,
Zhuratyn,Журатин,Журатин,UA4604003021,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.53202708,49.941831,24.599723,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620682303,UA46040030210094270,
Zabolotne,Заболотне,Заболотное,UA4604003022,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.8437036,50.007990,24.719249,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620681203,UA46040030220085613,
Zaboloto,Заболото,Заболото,UA4604003023,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.05939555,50.122342,24.728693,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620686204,UA46040030230074009,
Zabrid,Забрід,Заброд,UA4604003024,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.34651165,50.057519,24.500245,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620685805,UA46040030240055082,
Zavodske,Заводське,Заводское,UA4604003025,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.05866932,50.058873,24.681951,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620681701,UA46040030250063231,
Zakomaria,Закомар'я,Закомарье,UA4604003026,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.68470089,49.943285,24.764154,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684404,UA46040030260086736,
Zastavie,Застав'є,Заставье,UA4604003027,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.33538842,49.989526,24.849063,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684405,UA46040030270083043,
Yosypivka,Йосипівка,Йосиповка,UA4604003028,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.79438921,49.969574,24.860539,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684406,UA46040030280073656,
Kizliv,Кізлів,Кизлов,UA4604003029,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.22232274,49.960394,24.521512,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620682301,UA46040030290078207,
Kudyriavtsi,Кудирявці,Кудырявцы,UA4604003030,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.82387728,49.926466,24.497629,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684003,UA46040030300021423,
Kupche,Купче,Купче,UA4604003031,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.75307111,49.979056,24.563834,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620682401,UA46040030310098324,
Kuty,Кути,Куты,UA4604003032,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.36100141,49.994207,24.894836,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620683201,UA46040030320041734,
Labach,Лабач,Лабач,UA4604003033,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.28338386,50.035185,24.866086,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620685304,UA46040030330091739,
Lanerivka,Ланерівка,Ланеровка,UA4604003034,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.22823246,49.991600,24.555842,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620685040,UA46040030340068704,
Lenkiv,Леньків,Леньков,UA4604003035,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.47438824,50.126800,24.710737,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620686205,UA46040030350080870,
Lisove,Лісове,Лесовое,UA4604003036,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.89895876,50.097999,24.843495,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620686605,UA46040030360028393,
Lisove,Лісове,Лесовое,UA4604003037,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.3692705,50.074688,24.730140,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620687004,UA46040030370060555,
Lisove,Лісове,Лесовое,UA4604003038,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.41835495,50.106945,24.778495,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620686206,UA46040030380010176,
Lisok,Лісок,Лесок,UA4604003039,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.79046478,49.933127,24.459391,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684004,UA46040030390075538,
Marashchanka,Маращанка,Маращанка,UA4604003040,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.19913218,50.041561,24.538504,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620685806,UA46040030400087642,
Nyvy,Ниви,Нивы,UA4604003041,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.03649589,49.993677,24.642099,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620610101,UA46040030410084218,
Novyi Myliatyn,Новий Милятин,Новый Милятин,UA4604003042,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.00629627,49.965652,24.491339,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620683601,UA46040030420098692,
Novyi Ripniv,Новий Ріпнів,Новый Репнев,UA4604003043,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.19514094,49.998986,24.502991,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620683602,UA46040030430055813,
Novosilky,Новосілки,Новоселки,UA4604003044,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.23644913,49.923691,24.466156,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684001,UA46040030440015224,
Ozhydiv,Ожидів,Ожидов,UA4604003045,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.27328102,49.961505,24.813729,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684401,UA46040030450011084,
Pavlyky,Павлики,Павлики,UA4604003046,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.39523347,49.961775,24.871281,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684407,UA46040030460044011,
Perevolochna,Переволочна,Переволочная,UA4604003047,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.36826042,50.056905,24.797355,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684601,UA46040030470046399,
Pidstavky,Підставки,Подставки,UA4604003048,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.41417782,50.037833,24.736893,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620681204,UA46040030480053338,
Pobuzhany,Побужани,Побужаны,UA4604003049,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.70374299,50.017917,24.561107,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620685063,UA46040030490014236,
Rakobovty,Ракобовти,Ракобовты,UA4604003050,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.5796612,50.005228,24.541719,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620682402,UA46040030500030127,
Ryzhany,Рижани,Рыжаны,UA4604003051,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.14821216,50.024593,24.819943,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620685306,UA46040030510065020,
Ripniv,Ріпнів,Репнев,UA4604003052,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.36323241,49.981944,24.494851,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620683603,UA46040030520083238,
Rokytne,Рокитне,Ракитное,UA4604003053,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.57560741,49.998504,24.612227,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620687404,UA46040030530025008,
Sydory,Сидори,Сидоры,UA4604003054,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.17666242,49.974192,24.848082,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684408,UA46040030540030114,
Sokolivka,Соколівка,Соколовка,UA4604003055,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.55271892,50.035346,24.847770,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620685301,UA46040030550081013,
Sokolia,Соколя,Соколя,UA4604003056,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.99431975,50.067155,24.502867,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620685801,UA46040030560022015,
Staryi Myliatyn,Старий Милятин,Старый Милятин,UA4604003057,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.77243403,49.968876,24.468094,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620683604,UA46040030570037252,
Stovpyn,Стовпин,Столпин,UA4604003058,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.75578396,50.073495,24.749500,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620687005,UA46040030580034164,
Terebezhi,Теребежі,Теребежи,UA4604003059,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.91041145,49.946086,24.902672,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620655602,UA46040030590025685,
Toporiv,Топорів,Топоров,UA4604003060,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,4.07022912,50.109024,24.724327,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620686201,UA46040030600022031,
Turia,Тур'я,Турья,UA4604003061,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.55845277,50.079765,24.837330,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620686601,UA46040030610017370,
Khvativ,Хватів,Хватов,UA4604003062,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.26946378,49.963422,24.944233,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620683203,UA46040030620084714,
Tsykiv,Циків,Циков,UA4604003063,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.27377325,49.949851,24.918816,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620655603,UA46040030630087799,
Chanyzh,Чаниж,Чаныж,UA4604003064,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.09402761,50.086525,24.689825,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620687001,UA46040030640033340,
Chishky,Чішки,Чишки,UA4604003065,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.52111075,49.993431,24.946644,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620683204,UA46040030650065799,
Chuchmany,Чучмани,Чучманы,UA4604003066,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.14695583,49.973528,24.683881,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620681514,UA46040030660039987,
Yablunivka,Яблунівка,Яблоновка,UA4604003067,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.30632415,50.018929,24.599725,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620687401,UA46040030670027198,
Yanhelivka,Янгелівка,Янгеловка,UA4604003068,Buska,Буська,Бусская,UA4604003,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.29491248,49.981812,24.772355,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620610100,4620684410,UA46040030680070377,
Zabolottsi,Заболотці,Заболотцы,UA4604005001,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.52528547,50.033016,24.974431,,,,Y,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382001,UA46040050010062368,
Velyki Perelisky,Великі Переліски,Великие Перелески,UA4604005002,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.20590765,50.035078,24.939771,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382002,UA46040050020067822,
Velyn,Велин,Велин,UA4604005003,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.32107347,50.070309,24.970824,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382003,UA46040050030084527,
Vysotsko,Висоцько,Высоцко,UA4604005004,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.98524178,50.026578,25.029647,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382004,UA46040050040053096,
Vovkovatytsia,Вовковатиця,Волковатица,UA4604005005,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.51971813,50.054131,24.984546,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382005,UA46040050050083939,
Dubie,Дуб'є,Дубье,UA4604005006,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.31861252,49.981937,25.075847,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620388802,UA46040050060023042,
Dubyna,Дубина,Дубина,UA4604005007,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.77130409,49.974316,25.099914,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620388803,UA46040050070091155,
Zahirtsi,Загірці,Загорцы,UA4604005008,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.24358902,49.957992,24.976645,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620384802,UA46040050080018156,
Luhove,Лугове,Луговое,UA4604005009,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.59216089,50.005141,24.962905,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382006,UA46040050090094982,
Luchkivtsi,Лучківці,Лучковцы,UA4604005010,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.54589589,49.990158,25.020969,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620388804,UA46040050100058699,
Mali Perelisky,Малі Переліски,Малые Перелески,UA4604005011,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.13856721,50.038018,24.954760,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382007,UA46040050110072444,
Mamchuri,Мамчурі,Мамчури,UA4604005012,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.15588885,50.095859,24.957334,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382008,UA46040050120072481,
Novychyna,Новичина,Новичина,UA4604005013,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.30249395,49.960705,25.110410,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620388805,UA46040050130043869,
Pidhirtsi,Підгірці,Подгорцы,UA4604005014,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,4.25894677,49.944040,24.977787,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620384801,UA46040050140036414,
Razhniv,Ражнів,Ражнев,UA4604005015,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.85996144,50.055877,24.947094,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382009,UA46040050150057634,
Ruda-Bridska,Руда-Брідська,Руда-Бродская,UA4604005016,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.95202674,50.086986,24.937313,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620382010,UA46040050160075037,
Terebezhi,Теребежі,Теребежи,UA4604005017,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.4653293,49.949414,25.051488,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620388807,UA46040050170072635,
Trishchuky,Тріщуки,Трещуки,UA4604005018,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.49938627,49.966391,25.088144,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620388808,UA46040050180095355,
Yaseniv,Ясенів,Ясенов,UA4604005019,Zabolottsivska,Заболотцівська,Заболотцевская,UA4604005,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.34788914,49.961373,25.042982,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4620382000,4620388801,UA46040050190020771,
Zolochiv,Золочів,Золочев,UA4604007001,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,7.42511971,49.803534,24.896842,,,Y,Y,41100000,City,Mіста,4621810100,4621810100,UA46040070010068975,
Bilyi Kamin,Білий Камінь,Белый Камень,UA4604007002,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.4328887,49.895572,24.836685,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621880401,UA46040070020052627,
Bir,Бір,Бор,UA4604007003,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.01164197,49.880552,24.957766,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621886402,UA46040070030066319,
Bonyshyn,Бонишин,Бонишин,UA4604007004,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,0.2683626,49.822209,24.829298,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621888502,UA46040070040087683,
Buzhok,Бужок,Бужок,UA4604007005,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,1.00411097,49.894781,24.814783,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621880402,UA46040070050056363,
Velyka Vilshanytsia,Велика Вільшаниця,Великая Ольшаница,UA4604007006,Zolochivska,Золочівська,Золочевская,UA4604007,Zolochivskyi,Золочівський,Золочевский,UA4604,Lvivska,Львівська,Львовская,UA46,Ukraine,Україна,Украина,UA,2.50845797,49.808308,24.664695,,,,,42100000,Urban-type settlement,Селища міського типу (СМТ),4621810100,4621881501,UA46040070060067664,
